,GEOID10,TRACTCE10,BLKGRPCE10,NAMELSAD10,INTPTLAT10,INTPTLON10,TRACT,TRBG,TRBG_STR,ACRES_TOTA,ACRES_LAND,ACRES_WATE,WATER,TRFIPS,CFIPS,SFIPS,CSA,CSA_Name,CBSA,CBSA_Name,COUNTHU10,TOTPOP10,HH,WORKERS,AC_TOT,AC_WATER,AC_LAND,AC_UNPR,D2A_EPHHM,D2B_E8MIXA,D3b,D4a,D2A_Ranked,D2B_Ranked,D4A_Ranked,D3B_Ranked,WalkIndex,geometry,dis_ospace_m,SPEEDLIMIT,crim_50m,crim_100m,tree_10m,tree_50m
408,530330110022,011002,2,Block Group 2,+47.5421524,-122.2951120,11002,11002.2,11002.2,96.06501166,96.06617055,0.0,0,011002,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",634.0,2322.0,620.0,946.0,96.07,0.0,96.06,84.9429,0.2073,0.483095,214.354,394.534345328,4,10,17,20,14.667,"POLYGON ((-122.292578976185 47.54443588833592, -122.2926159770348 47.5443988885817, -122.2926489761113 47.54437488903739, -122.2927939754968 47.54431688838101, -122.2927729761848 47.54428888814543, -122.292767975937 47.54424688888468, -122.2927749733682 47.54360888849334, -122.2927879682709 47.54265188864458, -122.2921559688248 47.54265189002001, -122.2920639690007 47.54264088952798, -122.2919609690775 47.54260688975992, -122.2919099680536 47.5425828899523, -122.2918659684988 47.54254288994722, -122.2916829671367 47.54228389057421, -122.2914369649365 47.54192089060356, -122.291008962556 47.54133089096371, -122.2905939605905 47.54072589233033, -122.2905699597054 47.54069189210443, -122.2903169583441 47.54032989275343, -122.2901919578551 47.54015389296276, -122.2901489576856 47.54006389240767, -122.2901339569883 47.54001189268563, -122.2901469566326 47.53994889263995, -122.290198955644 47.53981689263791, -122.2902729550749 47.53971689264514, -122.2903639549473 47.53963589275278, -122.2905699550102 47.53953989260724, -122.2908949541579 47.53947689146705, -122.2912089543285 47.53935289104113, -122.2913349532499 47.53924789160328, -122.2915109518343 47.5389728909587, -122.2915169515493 47.53886889136128, -122.291570951766 47.53886989143594, -122.2940669518676 47.53891888771788, -122.29608195161 47.53895788498709, -122.2965239520054 47.53896488506353, -122.297191953977 47.53940988350367, -122.2974229547051 47.53956388324291, -122.2979649561226 47.539945882368, -122.2981629570976 47.54012388272709, -122.2982079578528 47.54016688198588, -122.2984579591756 47.54041288162956, -122.2986359596161 47.54063088164389, -122.29883396142 47.54090788106414, -122.299039962903 47.54124688093599, -122.2991349638101 47.54145488115203, -122.2992429648765 47.54175688023114, -122.299333966233 47.54207288041747, -122.2994989685607 47.5426308801671, -122.2995819701694 47.54291087971576, -122.2997969735459 47.54360587922283, -122.2999919756841 47.5442558793953, -122.300087977431 47.54456587898942, -122.2997949770539 47.544607878887, -122.299649977755 47.54458387913161, -122.2993579774789 47.54455887980295, -122.2968919768444 47.54441088318863, -122.2963529759336 47.54440088393378, -122.295868976511 47.54439188443965, -122.2958179757863 47.54439088461572, -122.2958189802427 47.5452928846267, -122.2958199850788 47.54625188420015, -122.2947519843922 47.54622388587336, -122.293632983761 47.54619288677494, -122.2925939842233 47.54616488867738, -122.2925829809318 47.54539188807153, -122.2925739779506 47.54467188867461, -122.292578976185 47.54443588833592))",291.3612119593279,20.663082437275985,2.388235294117647,5.492857142857143,1.936842105263158,14.128571428571428
409,530330110023,011002,3,Block Group 3,+47.5436870,-122.3005478,11002,11002.3,11002.3,71.1172132,71.11841128,0.0,0,011002,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",361.0,1134.0,340.0,592.0,71.12,0.0,71.119972229,71.12,0.21451,0.0,156.007,157.849282832,4,1,20,19,13.833,"POLYGON ((-122.2958189802427 47.5452928846267, -122.2958179757863 47.54439088461572, -122.295868976511 47.54439188443965, -122.2963529759336 47.54440088393378, -122.2968919768444 47.54441088318863, -122.2993579774789 47.54455887980295, -122.299649977755 47.54458387913161, -122.2997949770539 47.544607878887, -122.300087977431 47.54456587898942, -122.2999919756841 47.5442558793953, -122.2997969735459 47.54360587922283, -122.2995819701694 47.54291087971576, -122.2994989685607 47.5426308801671, -122.299333966233 47.54207288041747, -122.2992429648765 47.54175688023114, -122.2991349638101 47.54145488115203, -122.299039962903 47.54124688093599, -122.29883396142 47.54090788106414, -122.2986359596161 47.54063088164389, -122.2984579591756 47.54041288162956, -122.2982079578528 47.54016688198588, -122.2981629570976 47.54012388272709, -122.2979649561226 47.539945882368, -122.2974229547051 47.53956388324291, -122.297191953977 47.53940988350367, -122.2965239520054 47.53896488506353, -122.2986959528216 47.53900788209756, -122.2989359522776 47.53903188197033, -122.299169953185 47.53907588128238, -122.2993769531337 47.53913188100928, -122.2995719528917 47.53920288042454, -122.2997669541216 47.53929388032421, -122.2999429542872 47.53939988039568, -122.3003639557458 47.5397328795198, -122.3018199616293 47.54092187704386, -122.3009739613068 47.54091787851019, -122.3026359670715 47.54227287634663, -122.3036159697871 47.54303487446144, -122.3041739725408 47.54354487357904, -122.3045469737869 47.54389387322205, -122.3041619745284 47.54406687363317, -122.3041319753173 47.54417087356245, -122.3041109803871 47.54538387362638, -122.3050179812498 47.54539687178767, -122.3050129858646 47.54648887189613, -122.3044669855669 47.54647587264368, -122.3034899854496 47.54645287400135, -122.3023389855624 47.5464258756714, -122.3006509857879 47.54638087764626, -122.3004919857874 47.54637587751828, -122.3003319855993 47.54637187784105, -122.2968869842521 47.54628088306079, -122.2958199850788 47.54625188420015, -122.2958189802427 47.5452928846267))",407.09000144808243,21.44736842105263,1.6666666666666667,3.342857142857143,1.65625,10.15
410,530330111011,011101,1,Block Group 1,+47.5407917,-122.2732040,11101,11101.1,11101.1,40.50636628,40.50724379,0.0,0,011101,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",403.0,887.0,382.0,488.0,40.51,0.0,40.5078849792,40.5079,0.661996,0.761183,168.527,212.982537741,16,18,19,19,18.333,"POLYGON ((-122.2704329468097 47.53764291826774, -122.2702739432941 47.53695791861537, -122.272640943763 47.53694991551493, -122.2726349469032 47.53763591565216, -122.2726369492947 47.53829991562146, -122.2726399516154 47.53890291577525, -122.2726409562813 47.53979891506972, -122.2753559558217 47.53979091160717, -122.2753639597803 47.5405899119032, -122.2753199592407 47.5406549118952, -122.2754479603313 47.54069391149649, -122.2753919606207 47.54071691143658, -122.2753649609679 47.54076491194377, -122.2753689642594 47.54157291128795, -122.2753739679727 47.54246491118059, -122.2753799711934 47.54335591153453, -122.2753859757097 47.54424791132374, -122.2753929795638 47.54513991102738, -122.2751169811546 47.54536491128949, -122.2745079786199 47.54490291201466, -122.2740499762392 47.54425991296548, -122.2734029712303 47.54333091424316, -122.2728079679552 47.54247591443541, -122.2723749645302 47.54185791520371, -122.2715599598719 47.54069391616908, -122.2709429563171 47.53980391719394, -122.270723951734 47.53889391749761, -122.2705889489445 47.53831291808901, -122.2704329468097 47.53764291826774))",505.2537210642165,21.142857142857142,4.833333333333333,13.68,1.4285714285714286,8.304347826086957
411,530330111012,011101,2,Block Group 2,+47.5385197,-122.2776039,11101,11101.2,11101.2,97.22031872,97.22212952,0.0,0,011101,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",356.0,1103.0,339.0,571.0,97.22,0.0,97.22,88.3036,0.38313,0.722672,153.634,243.703955879,8,16,19,19,16.667,"POLYGON ((-122.2753919606207 47.54071691143658, -122.2754479603313 47.54069391149649, -122.2753199592407 47.5406549118952, -122.2753639597803 47.5405899119032, -122.2753559558217 47.53979091160717, -122.2726409562813 47.53979891506972, -122.2726399516154 47.53890291577525, -122.2726369492947 47.53829991562146, -122.2726349469032 47.53763591565216, -122.272640943763 47.53694991551493, -122.2748099438786 47.53692591269223, -122.2749889430925 47.53693591226551, -122.2751619439804 47.53696591191537, -122.2753389436433 47.53700791244135, -122.2753329392309 47.53591491239958, -122.2753299351409 47.53521691194266, -122.2765079348318 47.53518491039493, -122.2766999351972 47.53517891097887, -122.2769009351005 47.53517391060119, -122.2772719349602 47.53517490986793, -122.2775129357435 47.53518090950117, -122.2776369352221 47.53520190964895, -122.2777429357048 47.53521990891968, -122.2793549351257 47.53521390698754, -122.2803249353334 47.53521090599521, -122.2807769392705 47.53614890517969, -122.2812089442764 47.53704890494327, -122.2820979524658 47.53888590298859, -122.2829609600933 47.5406769017963, -122.2828829598264 47.54067590239244, -122.282601959604 47.54067490215485, -122.2808049601959 47.54066290447907, -122.2780849595523 47.54067190807005, -122.2780959634152 47.54156090846143, -122.2781079678768 47.54245090818029, -122.2764679681469 47.54245891031332, -122.2753739679727 47.54246491118059, -122.2753689642594 47.54157291128795, -122.2753649609679 47.54076491194377, -122.2753919606207 47.54071691143658))",229.64045096409973,21.316287878787875,6.432098765432099,12.970588235294118,1.7540983606557377,10.672413793103448
412,530330111013,011101,3,Block Group 3,+47.5339087,-122.2756194,11101,11101.3,11101.3,58.76264562,58.76338934,0.0,0,011101,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",346.0,1120.0,324.0,481.0,58.76,0.0,58.76,58.7592,0.226171,0.0,112.594,359.514875203,4,1,18,17,12.5,"POLYGON ((-122.2726419385765 47.53592291524348, -122.2726429330613 47.53470891614139, -122.2726439293188 47.53366191605387, -122.2726489247249 47.53262591593253, -122.2726629199327 47.53164491639195, -122.2727149192117 47.53156491604664, -122.2732449189483 47.53156391548693, -122.2744749188832 47.53155991357151, -122.2753099198457 47.53155691260426, -122.2758749193273 47.53155391186016, -122.2761929188648 47.53155291183585, -122.2768199189728 47.53154991064816, -122.2769179191188 47.5315489111111, -122.2783029194224 47.53154290903765, -122.2784889226512 47.53218590834797, -122.2785839240519 47.53250990854012, -122.2787359256327 47.53304790822997, -122.2788179264831 47.53325690821116, -122.278908927867 47.53337790845117, -122.2790039284168 47.53346990782472, -122.2792619290828 47.53369490733458, -122.2795299307064 47.53396490725751, -122.2797119307222 47.5341759065377, -122.2800199327756 47.53461590662922, -122.2803249353334 47.53521090599521, -122.2793549351257 47.53521390698754, -122.2777429357048 47.53521990891968, -122.2776369352221 47.53520190964895, -122.2775129357435 47.53518090950117, -122.2772719349602 47.53517490986793, -122.2769009351005 47.53517391060119, -122.2766999351972 47.53517891097887, -122.2765079348318 47.53518491039493, -122.2753299351409 47.53521691194266, -122.2753329392309 47.53591491239958, -122.2753389436433 47.53700791244135, -122.2751619439804 47.53696591191537, -122.2749889430925 47.53693591226551, -122.2748099438786 47.53692591269223, -122.272640943763 47.53694991551493, -122.2726419385765 47.53592291524348))",293.0528597223002,20.2536231884058,2.2432432432432434,3.857142857142857,1.4736842105263157,6.660377358490566
413,530330111014,011101,4,Block Group 4,+47.5436814,-122.2802139,11101,11101.4,11101.4,87.76659962,87.76837186,0.0,0,011101,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",408.0,1280.0,386.0,629.0,87.77,0.0,87.7699890137,87.77,0.375661,0.677275,196.914,349.067081403,8,15,18,20,16.5,"POLYGON ((-122.2753799711934 47.54335591153453, -122.2753739679727 47.54246491118059, -122.2764679681469 47.54245891031332, -122.2781079678768 47.54245090818029, -122.2780959634152 47.54156090846143, -122.2780849595523 47.54067190807005, -122.2808049601959 47.54066290447907, -122.282601959604 47.54067490215485, -122.2828829598264 47.54067590239244, -122.2829609600933 47.5406769017963, -122.2838189674769 47.54245490006908, -122.284174971084 47.54319589976683, -122.2845169736343 47.54390289975116, -122.2846839755464 47.54426489904981, -122.2848489775795 47.54459389854161, -122.2852029805728 47.54532889813473, -122.2855519835325 47.54605189793466, -122.2848629832244 47.54604289881681, -122.2833409836097 47.54602090051095, -122.280847983689 47.5459879035409, -122.2781529832396 47.54600990711875, -122.2770589834435 47.54601890901507, -122.2759889833252 47.54602691023342, -122.2755559817674 47.54569791108201, -122.2751169811546 47.54536491128949, -122.2753929795638 47.54513991102738, -122.2753859757097 47.54424791132374, -122.2753799711934 47.54335591153453))",371.56787518564727,20.594059405940595,3.55,9.213793103448277,1.7611940298507462,9.853658536585366
414,530330111021,011102,1,Block Group 1,+47.5379284,-122.2633605,11102,11102.1,11102.1,563.26007135,158.75878255,404.51101449,0,011102,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",453.0,1212.0,428.0,622.0,563.27,401.51,161.75,153.603,0.547406,0.138108,88.3775,253.185944379,13,6,19,15,14.5,"POLYGON ((-122.2452759844015 47.54563795533328, -122.2488159586114 47.54030394704429, -122.2497319522821 47.53892294525834, -122.2497089507793 47.53851494488434, -122.2496879485342 47.53814094478788, -122.2496519464772 47.53751394561262, -122.2493309210307 47.5318229459764, -122.2623159198173 47.5317289286149, -122.2631319205762 47.53172292765333, -122.2639289192166 47.53166192687079, -122.2643509200881 47.53164492678346, -122.2646399202841 47.53164392582758, -122.2662509197987 47.5316739239329, -122.2664009194774 47.53167092376092, -122.2666549248378 47.53269792368529, -122.2668499281995 47.53348192353944, -122.267026931632 47.53419292331739, -122.2671199324724 47.53456892252299, -122.2672849361722 47.53523392244424, -122.2672849359433 47.53533992250045, -122.26727993939 47.53596292287271, -122.2672719439748 47.53697692281333, -122.2672639481753 47.53792792239216, -122.2672619497528 47.53826592235283, -122.2672609498175 47.53827192266841, -122.2672519504789 47.53856392207733, -122.2672089514431 47.5388979225504, -122.2670869545156 47.53932692283811, -122.266858956065 47.53980092294106, -122.2667269571711 47.54000092330937, -122.2665639583341 47.54019292309304, -122.2660289605132 47.54068492383264, -122.2671659604375 47.54068992263949, -122.2671609633759 47.54158492240335, -122.2671569675091 47.5424809224743, -122.2671449758486 47.54427392214441, -122.2671319836522 47.54606492202792, -122.266240984315 47.54606292286748, -122.264934984226 47.54605892501994, -122.2643519839741 47.5460569251774, -122.2637269837373 47.54605492650837, -122.2640829775976 47.5445399257623, -122.263953977293 47.5445569265051, -122.2638209776339 47.54463392633119, -122.2628089824979 47.54568792729005, -122.261786986213 47.54654292856942, -122.2617959788045 47.54493792860556, -122.2605409787403 47.54493393046273, -122.2601599784089 47.5449329310935, -122.2592469793016 47.54492893246543, -122.2582169783536 47.54492393404229, -122.2574189790867 47.54491993435517, -122.2549489825764 47.54566493815241, -122.2428320014151 47.54932296068606, -122.2452759844015 47.54563795533328))",303.286938717145,20.78888888888889,1.488888888888889,2.2211538461538463,1.7586206896551724,6.407894736842105
415,530330111022,011102,2,Block Group 2,+47.5436670,-122.2704383,11102,11102.2,11102.2,70.52941801,70.53054758,0.0,0,011102,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",451.0,1279.0,421.0,483.0,70.5321350098,0.0,70.5321350098,70.5321,0.381176,0.469016,117.977,306.555343218,8,9,18,17,14.5,"POLYGON ((-122.2671609633759 47.54158492240335, -122.2671659604375 47.54068992263949, -122.269919960572 47.54069991825603, -122.2715599598719 47.54069391616908, -122.2723749645302 47.54185791520371, -122.2728079679552 47.54247591443541, -122.2734029712303 47.54333091424316, -122.2740499762392 47.54425991296548, -122.2745079786199 47.54490291201466, -122.2751169811546 47.54536491128949, -122.2755559817674 47.54569791108201, -122.2759889833252 47.54602691023342, -122.2754179832432 47.54603091137901, -122.2748089837184 47.54603391179998, -122.2737149834671 47.54604391333793, -122.2728959833076 47.54604991391565, -122.272642983565 47.54605191468669, -122.2715299838785 47.54605991650232, -122.2698849837252 47.54607291870509, -122.2685739835112 47.54606891971513, -122.2671319836522 47.54606492202792, -122.2671449758486 47.54427392214441, -122.2671569675091 47.5424809224743, -122.2671609633759 47.54158492240335))",618.8720225869582,20.36904761904762,3.159090909090909,5.4523809523809526,1.9047619047619047,8.979591836734693
416,530330111023,011102,3,Block Group 3,+47.5342317,-122.2713344,11102,11102.3,11102.3,29.2252526,29.22589473,0.0,0,011102,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",315.0,896.0,297.0,366.0,29.23,0.0,29.226272583,29.2263,0.441381,0.55198,167.926,191.04303006,10,11,19,19,16.167,"POLYGON ((-122.2699899200306 47.53166991958788, -122.2699909197109 47.53158191940597, -122.2708269192374 47.53157891807222, -122.2717989190016 47.53157391712997, -122.2727149192117 47.53156491604664, -122.2726629199327 47.53164491639195, -122.2726489247249 47.53262591593253, -122.2726439293188 47.53366191605387, -122.2726429330613 47.53470891614139, -122.2726419385765 47.53592291524348, -122.272640943763 47.53694991551493, -122.2702739432941 47.53695791861537, -122.2700359382024 47.53592991906707, -122.2699799371681 47.53569291918022, -122.2699819340042 47.53498391898894, -122.2699859342842 47.53484791898615, -122.2699889332717 47.53471091869986, -122.2699879312096 47.53428491938595, -122.269985928417 47.53366091937645, -122.2699859289271 47.53357791918074, -122.26998792387 47.5326259196402, -122.2699889233371 47.53232691956545, -122.2699899216204 47.53199891927701, -122.2699899200306 47.53166991958788))",509.5618616542604,20.714285714285715,6.84,13.88888888888889,1.3076923076923077,6.40625
417,530330111024,011102,4,Block Group 4,+47.5364288,-122.2686791,11102,11102.4,11102.4,62.0958241,62.09684093,0.0,0,011102,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",371.0,1032.0,351.0,358.0,62.1,0.0,62.0980644226,62.0981,0.254076,0.0,127.149,85.0143163962,5,1,20,18,13.667,"POLYGON ((-122.2666549248378 47.53269792368529, -122.2664009194774 47.53167092376092, -122.2676629202731 47.5316669221354, -122.2680199195855 47.53166692168063, -122.2681679204923 47.53166292157539, -122.2688039202745 47.53166392075153, -122.2699079196305 47.53166891975228, -122.2699899200306 47.53166991958788, -122.2699899216204 47.53199891927701, -122.2699889233371 47.53232691956545, -122.26998792387 47.5326259196402, -122.2699859289271 47.53357791918074, -122.269985928417 47.53366091937645, -122.2699879312096 47.53428491938595, -122.2699889332717 47.53471091869986, -122.2699859342842 47.53484791898615, -122.2699819340042 47.53498391898894, -122.2699799371681 47.53569291918022, -122.2700359382024 47.53592991906707, -122.2702739432941 47.53695791861537, -122.2704329468097 47.53764291826774, -122.2705889489445 47.53831291808901, -122.270723951734 47.53889391749761, -122.2709429563171 47.53980391719394, -122.2715599598719 47.54069391616908, -122.269919960572 47.54069991825603, -122.2671659604375 47.54068992263949, -122.2660289605132 47.54068492383264, -122.2665639583341 47.54019292309304, -122.2667269571711 47.54000092330937, -122.266858956065 47.53980092294106, -122.2670869545156 47.53932692283811, -122.2672089514431 47.5388979225504, -122.2672519504789 47.53856392207733, -122.2672609498175 47.53827192266841, -122.2672619497528 47.53826592235283, -122.2672639481753 47.53792792239216, -122.2672719439748 47.53697692281333, -122.26727993939 47.53596292287271, -122.2672849359433 47.53533992250045, -122.2672849361722 47.53523392244424, -122.2671199324724 47.53456892252299, -122.267026931632 47.53419292331739, -122.2668499281995 47.53348192353944, -122.2666549248378 47.53269792368529))",526.3783632218139,21.180555555555557,3.608695652173913,6.63768115942029,1.5714285714285714,9.102941176470589
418,530330112001,011200,1,Block Group 1,+47.5255014,-122.3285675,11200,11200.1,11200.1,291.9013339,291.90558658,0.0,0,011200,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",521.0,1407.0,464.0,489.0,291.9,0.0,291.9,287.335,0.519454,0.264056,49.6984,379.709519763,12,7,17,10,12.167,"POLYGON ((-122.3193288741654 47.52140086100164, -122.3183428712695 47.52067086222903, -122.3179398691853 47.52037486308176, -122.3177078689907 47.52020486318623, -122.3177118686641 47.5200578631293, -122.3177168677441 47.51988286329801, -122.3177238636206 47.51915286380489, -122.3177278618428 47.51875586351586, -122.3181288618315 47.51872886278066, -122.3184108626492 47.51872586256783, -122.3185988618575 47.51872386235411, -122.3201338620323 47.51871586029307, -122.3203408618788 47.51871586019829, -122.3212898627259 47.51871785956283, -122.3216048617662 47.51871585851765, -122.3231388627941 47.51871985667088, -122.3237528625278 47.51870585633326, -122.3250978626634 47.51867585485581, -122.3258768621306 47.51869285343335, -122.3258788695037 47.52023385370796, -122.3258738726984 47.52092185327616, -122.3278968721231 47.52092285048541, -122.3295898720051 47.52091484836871, -122.3300708718714 47.52090784762019, -122.3306008728754 47.52096984750649, -122.3308318727061 47.52098184749092, -122.3309638723885 47.52098884694114, -122.3310128729294 47.52099184700607, -122.3314978722224 47.52095684656015, -122.3319018724267 47.52092784609976, -122.3343578722204 47.52081984251782, -122.3345888734773 47.52128384244246, -122.3346458744825 47.52146384211948, -122.3347598766744 47.52181984174003, -122.3348418777984 47.52232184168789, -122.334833879772 47.5226658418263, -122.3348218817789 47.52324184101425, -122.3348338882245 47.52445784119853, -122.3348158916547 47.5254258406169, -122.3347748930109 47.5255998405939, -122.3347248942778 47.52576784035955, -122.3346468941413 47.52591184064687, -122.3345508943785 47.52606184072881, -122.334404895966 47.52623484046547, -122.334183896982 47.52640484111237, -122.3339608977777 47.52655584100609, -122.333739897933 47.52666284116412, -122.3338429000947 47.52716684135762, -122.3338629007229 47.52724584081512, -122.3339819019608 47.52770684060363, -122.3341199037946 47.52816884065109, -122.3344319083572 47.52901483998038, -122.3345399097512 47.52938083930457, -122.3346219111632 47.52971983940566, -122.3346959136487 47.53015483898387, -122.3347239141306 47.53046283872072, -122.3347599171072 47.53095983860435, -122.334749920357 47.53173683793922, -122.3347149239185 47.53247883818491, -122.3346869308684 47.53422383774875, -122.3346969315123 47.53440883703193, -122.3347049327309 47.53456883741276, -122.3347459340373 47.53497983704462, -122.334767938022 47.53574683717802, -122.3347929390449 47.53602083627564, -122.3348339405485 47.53644883670869, -122.3349529469729 47.53772483570886, -122.3350449509656 47.53879783489356, -122.3350499517693 47.53885583497009, -122.3350009513807 47.5388138356686, -122.3348609515904 47.53866883534567, -122.3347639500197 47.53855383543446, -122.3346259491944 47.53834583580031, -122.3345359494064 47.53818083649537, -122.3343649474056 47.53782983621589, -122.3340299442138 47.53725683728053, -122.3332789371844 47.53561483898088, -122.3330669359146 47.53525883930676, -122.3328799347734 47.53500183961459, -122.3327599330691 47.53477383958993, -122.332685933759 47.53467084025242, -122.3326119333877 47.53456783998503, -122.332602932375 47.5345558401301, -122.3322719306834 47.53415684088095, -122.3315749282979 47.53343784151033, -122.3307619236093 47.53261684283487, -122.3301689209634 47.53200684384663, -122.3297899202273 47.53161784499861, -122.3291409165863 47.53097284522621, -122.3282029129372 47.53003984728902, -122.3280719122466 47.52990984765493, -122.3272099078286 47.52903184894438, -122.3255929005845 47.52741485083645, -122.3254999003129 47.52732185116509, -122.3246458972605 47.52646785289686, -122.3243778949679 47.52618985322033, -122.3238208930776 47.52563785374485, -122.3220728856627 47.52390685659653, -122.3219548842505 47.52378985648535, -122.3212918817621 47.52313285771244, -122.3212328817738 47.52307485835993, -122.3208348799424 47.52267985858458, -122.3205798782097 47.5224428587884, -122.3203018775438 47.52219885921048, -122.3202758779124 47.52217585927571, -122.3200878775584 47.52201786006123, -122.3199818771315 47.52192786003629, -122.3199188763785 47.52187486022866, -122.3193288741654 47.52140086100164))",234.6603555255656,32.78084714548803,3.762376237623762,6.378787878787879,1.7446808510638299,7.3
419,530330112002,011200,2,Block Group 2,+47.5344657,-122.3269219,11200,11200.2,11200.2,307.22560243,255.87457047,51.35599492,0,011200,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",393.0,872.0,362.0,446.0,315.89,57.88,258.01,254.429,0.552438,0.368422,105.831,119.569424819,13,8,20,16,15.5,"POLYGON ((-122.3337779656916 47.54212083560383, -122.3276139484146 47.53799084472767, -122.3264739439249 47.5372268464272, -122.3257839425027 47.53676484750504, -122.3251269429483 47.5367158489686, -122.3246069384464 47.53596384944038, -122.318381921573 47.53204185864066, -122.3179559197246 47.5317688596459, -122.3180279208624 47.53176685904791, -122.3183519200557 47.53176785857978, -122.3184439203431 47.53176385827981, -122.3185259197826 47.53175985819431, -122.3185049172495 47.53114585885625, -122.318462914744 47.5304718586778, -122.3184509118484 47.52977985927749, -122.3184389101052 47.52939085951601, -122.3175729099141 47.52941486088493, -122.3175659090275 47.52917086070195, -122.3175729086458 47.52902786069357, -122.3175879073384 47.52882686029664, -122.3175969061233 47.52855086084164, -122.3175519049377 47.52821186133865, -122.3174809047581 47.52817286081728, -122.3148959001512 47.52737086416433, -122.3148968999681 47.52729086459345, -122.3175679009454 47.52729986123873, -122.3202249001841 47.52730685799244, -122.322901900636 47.52731585495665, -122.3229158970801 47.5264658547712, -122.3238738967097 47.52646885351139, -122.3242928966494 47.52647085348983, -122.3246458972605 47.52646785289686, -122.3254999003129 47.52732185116509, -122.3255929005845 47.52741485083645, -122.3272099078286 47.52903184894438, -122.3280719122466 47.52990984765493, -122.3282029129372 47.53003984728902, -122.3291409165863 47.53097284522621, -122.3297899202273 47.53161784499861, -122.3301689209634 47.53200684384663, -122.3307619236093 47.53261684283487, -122.3315749282979 47.53343784151033, -122.3322719306834 47.53415684088095, -122.332602932375 47.5345558401301, -122.3326119333877 47.53456783998503, -122.332685933759 47.53467084025242, -122.3327599330691 47.53477383958993, -122.3328799347734 47.53500183961459, -122.3330669359146 47.53525883930676, -122.3332789371844 47.53561483898088, -122.3340299442138 47.53725683728053, -122.3343649474056 47.53782983621589, -122.3345359494064 47.53818083649537, -122.3346259491944 47.53834583580031, -122.3347639500197 47.53855383543446, -122.3348609515904 47.53866883534567, -122.3350009513807 47.5388138356686, -122.3350499517693 47.53885583497009, -122.3350449509656 47.53879783489356, -122.3349529469729 47.53772483570886, -122.3348339405485 47.53644883670869, -122.3347929390449 47.53602083627564, -122.334767938022 47.53574683717802, -122.3347459340373 47.53497983704462, -122.3347049327309 47.53456883741276, -122.3346969315123 47.53440883703193, -122.3352539319761 47.53434183692422, -122.3355459311447 47.53423183632562, -122.3356549313965 47.53420783655343, -122.3358159306106 47.53418783603558, -122.3360849315147 47.53418983543196, -122.3362069311332 47.53420683561463, -122.3363809307204 47.53425383526634, -122.3364849312644 47.53429483553685, -122.3365899319063 47.5343578350251, -122.3366809324479 47.53442583526786, -122.3367579320571 47.53450083434193, -122.336840932725 47.53461383442583, -122.3369049328756 47.53473283439564, -122.3370799364497 47.53531883425611, -122.3370229457071 47.53736183339215, -122.3375609468961 47.53767883285074, -122.3381539477782 47.53802783198916, -122.3396029523421 47.53885282912469, -122.340397953477 47.53929782812214, -122.3407779541918 47.53951082802085, -122.3414739559339 47.53990182677074, -122.3417249565741 47.54006482601221, -122.3419819581899 47.54022882548145, -122.3421809589762 47.54035282508989, -122.3417509588282 47.54030782641281, -122.3414649584652 47.54032182679832, -122.3412369584231 47.54033382705672, -122.3410549582038 47.54033882659814, -122.3408009587351 47.5403278269527, -122.3405339578635 47.54030082779259, -122.3401339577021 47.54025682850129, -122.3391779579529 47.54013682935705, -122.3385489598758 47.54061183013631, -122.3384579604664 47.54068083008083, -122.3371019595586 47.54068983234124, -122.3362119628653 47.54140683268852, -122.3362579659176 47.54213083259677, -122.3355379660813 47.54219783321165, -122.3350719689138 47.54268883394739, -122.3349399695241 47.54282783428138, -122.3347109681946 47.5424328343232, -122.3344679671822 47.54238783450805, -122.3342239670998 47.54234383514467, -122.3341939669965 47.54233283512392, -122.3341059673818 47.5422878347994, -122.3337779656916 47.54212083560383))",315.56355836236315,24.41017316017316,3.3294797687861273,6.359621451104101,1.7,9.293478260869565
